customer_id,merchant_id,merchant_category,transaction_amount,transaction_date,transaction_time,state,payment_method,transaction_status,is_fraud,fraud_type
1208,219,Gas,1712.21,2026-05-09,12:16:00,FL,Credit Card,Approved,False,None
1131,226,Gas,998.1,2026-02-06,17:55:00,IL,Debit Card,Approved,False,None
1126,211,Retail,549.54,2026-02-13,11:35:00,CA,Mobile Wallet,Approved,False,None
1473,227,Electronics,124.34,2026-03-26,12:13:00,IL,Debit Card,Approved,False,None
1399,237,Retail,970.29,2025-12-03,23:09:00,NY,Debit Card,Approved,False,None
1189,216,Gas,395.63,2026-01-16,06:01:00,TX,Mobile Wallet,Approved,False,None
1190,230,Electronics,821.41,2026-06-23,09:40:00,TX,Debit Card,Approved,True,Friendly Fraud
1124,240,Grocery,733.35,2026-05-18,11:33:00,IL,Mobile Wallet,Approved,False,None
1171,216,Grocery,1956.12,2026-06-09,10:53:00,NY,Mobile Wallet,Approved,False,None
1001,215,Grocery,1303.93,2026-04-01,16:58:00,FL,Credit Card,Approved,False,None
1251,234,Electronics,279.08,2025-07-09,04:48:00,CA,Mobile Wallet,Approved,False,None
1210,246,Retail,932.24,2025-10-11,06:05:00,IL,Mobile Wallet,Approved,False,None
1149,208,Grocery,522.27,2025-11-24,18:08:00,FL,Credit Card,Approved,False,None
1276,209,Electronics,1845.29,2026-06-18,14:07:00,TX,Debit Card,Approved,False,None
1146,208,Electronics,388.42,2026-01-19,16:06:00,TX,Mobile Wallet,Approved,False,None
1021,246,Gas,331.05,2026-04-28,17:47:00,FL,Mobile Wallet,Approved,False,None
1042,217,Electronics,1232.59,2026-04-17,23:16:00,TX,Mobile Wallet,Approved,False,None
1403,212,Electronics,1509.5,2025-11-27,16:00:00,NY,Mobile Wallet,Approved,False,None
1210,214,Restaurant,716.87,2025-12-07,23:48:00,IL,Mobile Wallet,Approved,False,None
1479,220,Grocery,196.0,2026-04-12,04:09:00,NY,Mobile Wallet,Approved,False,None
1361,246,Restaurant,1958.07,2025-11-19,16:41:00,IL,Debit Card,Approved,False,None
1184,200,Restaurant,822.46,2025-09-06,16:46:00,TX,Debit Card,Approved,False,None
1212,219,Restaurant,669.56,2025-07-08,13:48:00,IL,Debit Card,Approved,False,None
1413,229,Travel,776.67,2025-08-02,13:28:00,FL,Mobile Wallet,Approved,False,None
1321,220,Restaurant,1132.51,2025-09-16,09:42:00,NY,Debit Card,Approved,False,None
1009,224,Travel,358.54,2026-06-03,12:07:00,NY,Credit Card,Approved,False,None
1359,222,Retail,1729.25,2025-07-22,10:55:00,IL,Credit Card,Approved,False,None
1212,233,Travel,1227.01,2025-08-26,12:22:00,TX,Debit Card,Approved,False,None
1121,246,Travel,1929.9,2025-12-05,02:04:00,TX,Credit Card,Approved,False,None
1117,241,Electronics,1487.35,2026-01-18,06:02:00,TX,Debit Card,Approved,True,Stolen Card
1454,222,Grocery,1581.56,2025-09-22,02:45:00,CA,Credit Card,Approved,False,None
1342,219,Restaurant,510.61,2026-05-09,12:10:00,FL,Debit Card,Approved,False,None
1048,246,Grocery,1857.62,2025-11-30,16:21:00,FL,Debit Card,Approved,False,None
1084,236,Electronics,1460.88,2026-03-23,23:40:00,IL,Debit Card,Approved,False,None
1277,232,Restaurant,995.86,2026-05-17,01:47:00,FL,Debit Card,Approved,False,None
1079,210,Grocery,1492.58,2026-03-15,16:28:00,FL,Mobile Wallet,Approved,False,None
1046,246,Gas,523.88,2025-12-15,15:09:00,CA,Credit Card,Approved,False,None
1280,234,Restaurant,248.56,2026-02-23,04:51:00,FL,Mobile Wallet,Approved,False,None
1367,238,Restaurant,1397.69,2025-10-23,08:25:00,CA,Credit Card,Approved,False,None
1211,210,Gas,567.16,2025-07-28,07:57:00,NY,Mobile Wallet,Approved,False,None
1471,206,Gas,856.62,2025-08-23,23:34:00,FL,Mobile Wallet,Approved,False,None
1481,201,Restaurant,1076.69,2026-01-21,20:59:00,TX,Debit Card,Approved,False,None
1386,249,Restaurant,1909.69,2025-08-20,21:42:00,TX,Credit Card,Approved,False,None
1447,238,Travel,1976.09,2025-09-28,05:22:00,TX,Debit Card,Approved,False,None
1213,250,Electronics,24.39,2026-03-14,12:47:00,IL,Mobile Wallet,Approved,False,None
1253,246,Retail,778.02,2025-11-16,04:43:00,CA,Debit Card,Approved,False,None
1202,238,Restaurant,1942.6,2025-09-15,17:09:00,IL,Debit Card,Approved,False,None
1379,221,Restaurant,146.55,2026-03-06,23:17:00,NY,Debit Card,Approved,False,None
1063,205,Electronics,1233.23,2025-12-02,14:54:00,NY,Credit Card,Approved,False,None
1350,231,Travel,689.54,2026-03-28,01:33:00,TX,Debit Card,Approved,False,None
1087,201,Electronics,44.75,2025-08-06,01:57:00,NY,Debit Card,Approved,False,None
1317,211,Retail,1750.95,2026-01-21,20:21:00,NY,Credit Card,Approved,False,None
1390,248,Retail,221.24,2026-05-15,07:39:00,IL,Mobile Wallet,Approved,False,None
1059,218,Grocery,488.85,2025-08-03,16:37:00,CA,Credit Card,Approved,False,None
1044,211,Grocery,142.68,2026-01-11,03:17:00,NY,Mobile Wallet,Approved,False,None
1440,209,Retail,1813.56,2025-07-06,00:15:00,IL,Mobile Wallet,Approved,False,None
1176,206,Retail,1627.94,2026-04-04,17:53:00,FL,Credit Card,Approved,False,None
1091,206,Grocery,1422.76,2025-12-26,01:50:00,FL,Debit Card,Approved,False,None
1248,214,Retail,1298.11,2025-07-06,10:54:00,IL,Mobile Wallet,Approved,True,Friendly Fraud
1294,210,Gas,1854.42,2025-06-28,06:53:00,FL,Mobile Wallet,Approved,False,None
1122,230,Restaurant,369.77,2025-07-27,12:21:00,CA,Mobile Wallet,Approved,False,None
1287,213,Restaurant,1549.8,2025-10-10,19:57:00,IL,Credit Card,Approved,False,None
1207,219,Retail,537.51,2026-06-08,10:19:00,TX,Debit Card,Approved,False,None
1108,218,Grocery,1501.22,2026-05-27,23:30:00,CA,Credit Card,Approved,False,None
1462,237,Retail,638.1,2025-09-24,01:52:00,TX,Debit Card,Approved,False,None
1395,250,Grocery,1674.28,2025-07-18,19:29:00,CA,Mobile Wallet,Approved,False,None
1310,202,Gas,1286.7,2025-10-01,17:02:00,IL,Credit Card,Approved,False,None
1315,211,Electronics,861.26,2025-10-29,09:02:00,NY,Credit Card,Approved,False,None
1400,221,Electronics,441.03,2026-04-23,14:02:00,NY,Debit Card,Approved,False,None
1278,237,Retail,1032.81,2025-10-14,17:07:00,FL,Mobile Wallet,Approved,False,None
1130,209,Grocery,122.47,2026-01-04,17:47:00,CA,Credit Card,Approved,False,None
1158,231,Travel,1424.01,2025-08-31,15:33:00,NY,Mobile Wallet,Approved,False,None
1287,238,Electronics,267.41,2025-07-09,03:21:00,CA,Mobile Wallet,Approved,False,None
1265,236,Grocery,663.51,2026-04-28,23:29:00,NY,Credit Card,Approved,False,None
1263,203,Grocery,1304.6,2026-01-18,12:56:00,TX,Credit Card,Approved,False,None
1069,243,Grocery,33.86,2025-08-31,23:33:00,FL,Debit Card,Approved,False,None
1393,217,Travel,1684.54,2026-05-27,18:29:00,TX,Debit Card,Approved,False,None
1198,245,Travel,1070.32,2026-05-24,18:10:00,TX,Mobile Wallet,Approved,False,None
1001,249,Electronics,308.88,2025-11-19,21:52:00,IL,Debit Card,Approved,False,None
1173,225,Gas,1053.72,2026-03-17,02:25:00,CA,Debit Card,Approved,False,None
1459,249,Travel,1764.02,2025-08-06,16:13:00,TX,Mobile Wallet,Approved,False,None
1200,222,Travel,953.99,2025-09-15,01:48:00,TX,Mobile Wallet,Approved,False,None
1030,221,Restaurant,1927.11,2026-01-31,22:13:00,NY,Mobile Wallet,Approved,False,None
1079,214,Grocery,684.36,2026-03-24,11:15:00,IL,Mobile Wallet,Approved,False,None
1461,213,Restaurant,772.48,2026-04-14,01:27:00,CA,Debit Card,Approved,False,None
1215,224,Retail,837.1,2026-06-14,15:34:00,NY,Credit Card,Approved,False,None
1188,218,Gas,1306.4,2026-02-06,13:32:00,NY,Credit Card,Approved,False,None
1214,240,Travel,366.1,2026-02-02,02:55:00,TX,Debit Card,Approved,False,None
1105,227,Retail,806.42,2026-06-21,12:53:00,CA,Mobile Wallet,Approved,False,None
1274,200,Restaurant,1902.4,2026-01-01,09:53:00,NY,Debit Card,Approved,False,None
1313,200,Electronics,909.75,2026-02-21,23:21:00,TX,Debit Card,Approved,False,None
1283,210,Gas,385.84,2026-03-04,08:52:00,TX,Credit Card,Approved,False,None
1321,206,Electronics,205.45,2025-11-29,21:05:00,CA,Debit Card,Approved,False,None
1061,218,Restaurant,1734.43,2025-09-28,23:15:00,NY,Credit Card,Approved,False,None
1394,240,Restaurant,1590.23,2026-06-13,04:31:00,CA,Mobile Wallet,Approved,False,None
1309,231,Restaurant,705.5,2026-06-02,18:57:00,FL,Debit Card,Approved,False,None
1384,247,Restaurant,1700.5,2026-02-07,08:57:00,IL,Mobile Wallet,Approved,False,None
1102,220,Grocery,745.09,2025-08-07,01:18:00,CA,Credit Card,Approved,False,None
1387,240,Travel,927.23,2025-07-30,13:04:00,CA,Credit Card,Approved,False,None
1089,247,Travel,1713.14,2025-10-22,16:46:00,NY,Credit Card,Approved,False,None
1483,210,Restaurant,1127.51,2026-01-14,13:00:00,CA,Credit Card,Approved,False,None
1046,232,Electronics,1494.01,2025-10-12,09:29:00,NY,Mobile Wallet,Approved,False,None
1415,210,Gas,531.77,2026-03-17,00:33:00,TX,Credit Card,Approved,False,None
1434,249,Gas,1067.69,2025-12-27,12:49:00,CA,Credit Card,Approved,False,None
1244,240,Grocery,578.09,2026-06-11,13:17:00,TX,Mobile Wallet,Approved,False,None
1275,228,Gas,1755.24,2026-04-21,23:12:00,FL,Credit Card,Approved,False,None
1037,220,Retail,768.29,2025-12-09,15:13:00,NY,Debit Card,Approved,False,None
1351,214,Grocery,1972.51,2026-03-30,13:12:00,CA,Mobile Wallet,Approved,True,Friendly Fraud
1333,202,Restaurant,1689.18,2026-05-22,14:10:00,CA,Debit Card,Approved,False,None
1014,250,Restaurant,557.57,2026-03-21,06:31:00,CA,Mobile Wallet,Approved,False,None
1051,228,Gas,1697.38,2025-12-16,04:12:00,IL,Debit Card,Approved,False,None
1214,245,Retail,1663.06,2026-04-12,03:53:00,CA,Mobile Wallet,Approved,False,None
1298,200,Gas,1136.33,2026-03-17,22:52:00,NY,Debit Card,Approved,False,None
1463,237,Restaurant,89.52,2026-01-11,21:22:00,TX,Credit Card,Approved,False,None
1363,209,Restaurant,1738.05,2026-04-10,20:20:00,FL,Mobile Wallet,Approved,False,None
1095,220,Travel,1568.18,2025-07-29,09:29:00,CA,Debit Card,Approved,False,None
1363,230,Restaurant,1900.3,2026-04-17,12:34:00,NY,Mobile Wallet,Approved,False,None
1132,202,Travel,1220.5,2026-02-04,08:18:00,IL,Debit Card,Approved,False,None
1303,218,Grocery,660.52,2025-12-19,02:26:00,IL,Credit Card,Approved,False,None
1254,240,Retail,1292.31,2025-12-11,10:18:00,IL,Debit Card,Approved,False,None
1310,226,Retail,106.45,2025-08-27,09:39:00,NY,Credit Card,Approved,False,None
1383,249,Gas,606.75,2026-05-05,09:47:00,TX,Debit Card,Approved,False,None
1341,233,Restaurant,817.5,2026-01-12,15:45:00,CA,Mobile Wallet,Approved,False,None
1368,249,Gas,1287.26,2025-12-13,15:51:00,IL,Debit Card,Approved,False,None
1047,201,Restaurant,903.25,2026-05-17,22:02:00,CA,Debit Card,Approved,False,None
1251,209,Gas,625.71,2026-01-30,09:20:00,IL,Mobile Wallet,Approved,False,None
1380,242,Electronics,578.56,2025-11-10,12:09:00,TX,Credit Card,Approved,False,None
1466,238,Electronics,1495.47,2025-11-25,11:18:00,FL,Mobile Wallet,Approved,False,None
1254,250,Grocery,949.56,2025-10-25,18:41:00,CA,Mobile Wallet,Approved,False,None
1012,213,Restaurant,740.63,2025-07-17,09:39:00,CA,Credit Card,Approved,False,None
1378,201,Travel,1814.97,2025-07-09,23:15:00,CA,Mobile Wallet,Approved,False,None
1236,211,Restaurant,694.36,2026-05-28,03:46:00,TX,Credit Card,Approved,False,None
1463,233,Grocery,383.58,2025-11-13,21:15:00,CA,Mobile Wallet,Approved,False,None
1250,233,Travel,876.41,2026-04-18,20:26:00,TX,Credit Card,Approved,False,None
1267,218,Electronics,1496.56,2025-07-01,19:46:00,IL,Mobile Wallet,Approved,False,None
1152,244,Restaurant,1387.69,2026-06-12,20:12:00,NY,Debit Card,Approved,False,None
1158,219,Grocery,1409.45,2025-06-24,02:04:00,NY,Mobile Wallet,Approved,False,None
1485,219,Travel,802.22,2025-11-01,23:55:00,NY,Debit Card,Approved,False,None
1264,236,Electronics,1394.1,2026-01-02,18:14:00,TX,Debit Card,Approved,False,None
1329,241,Restaurant,910.83,2025-07-14,00:33:00,FL,Credit Card,Approved,False,None
1334,215,Gas,389.33,2026-03-04,21:30:00,CA,Credit Card,Approved,False,None
1429,233,Retail,333.1,2025-12-25,13:37:00,CA,Debit Card,Approved,False,None
1383,246,Gas,38.13,2026-01-18,06:01:00,NY,Mobile Wallet,Approved,False,None
1145,208,Travel,1272.07,2025-08-25,14:52:00,IL,Debit Card,Approved,False,None
1023,236,Restaurant,1518.07,2025-08-29,23:36:00,CA,Credit Card,Approved,False,None
1433,209,Grocery,628.26,2025-10-13,17:38:00,CA,Credit Card,Approved,False,None
1445,250,Grocery,1734.71,2025-10-24,04:35:00,NY,Mobile Wallet,Approved,False,None
1477,202,Gas,1900.45,2025-11-02,15:27:00,FL,Debit Card,Approved,False,None
1362,232,Grocery,1283.63,2026-03-17,23:40:00,CA,Mobile Wallet,Approved,False,None
1196,243,Retail,195.84,2025-08-14,01:55:00,CA,Debit Card,Approved,False,None
1450,229,Travel,996.96,2026-03-30,21:44:00,NY,Mobile Wallet,Approved,False,None
1202,231,Restaurant,1195.92,2025-11-03,20:34:00,FL,Credit Card,Approved,False,None
1025,208,Gas,617.02,2025-08-06,06:23:00,TX,Mobile Wallet,Approved,False,None
1300,247,Electronics,1024.52,2026-04-22,22:14:00,FL,Debit Card,Approved,False,None
1139,205,Electronics,472.07,2025-10-03,22:50:00,IL,Debit Card,Approved,False,None
1498,233,Travel,484.44,2026-05-07,12:21:00,IL,Debit Card,Approved,False,None
1113,241,Travel,793.91,2026-01-06,00:27:00,FL,Mobile Wallet,Approved,False,None
1017,247,Retail,1816.55,2025-09-10,04:50:00,CA,Mobile Wallet,Approved,False,None
1471,206,Retail,1802.34,2026-01-02,19:10:00,CA,Debit Card,Approved,False,None
1248,250,Travel,965.4,2026-04-23,12:40:00,CA,Mobile Wallet,Approved,False,None
1169,235,Travel,1407.04,2026-06-18,00:29:00,NY,Credit Card,Approved,False,None
1334,227,Retail,1656.4,2025-09-01,14:53:00,CA,Credit Card,Approved,False,None
1059,235,Gas,1464.16,2025-10-26,17:56:00,CA,Debit Card,Approved,False,None
1446,232,Electronics,1761.08,2026-03-21,19:39:00,TX,Mobile Wallet,Approved,False,None
1474,229,Electronics,987.42,2025-12-29,16:37:00,FL,Credit Card,Approved,False,None
1499,201,Electronics,1896.4,2026-05-10,10:58:00,NY,Credit Card,Approved,False,None
1304,210,Restaurant,39.46,2025-10-26,04:57:00,TX,Mobile Wallet,Approved,False,None
1115,226,Travel,504.4,2026-04-03,19:19:00,IL,Debit Card,Approved,False,None
1377,222,Retail,1115.76,2025-09-16,08:28:00,CA,Debit Card,Approved,False,None
1398,202,Gas,484.98,2026-03-04,20:51:00,CA,Debit Card,Approved,False,None
1451,216,Gas,108.99,2026-06-14,16:08:00,FL,Debit Card,Approved,True,Friendly Fraud
1022,238,Restaurant,840.92,2026-03-30,00:56:00,CA,Mobile Wallet,Approved,False,None
1149,245,Retail,570.12,2025-10-03,01:03:00,FL,Mobile Wallet,Approved,False,None
1452,246,Electronics,1555.0,2026-03-06,09:07:00,TX,Mobile Wallet,Approved,False,None
1404,217,Travel,303.97,2026-02-15,09:38:00,TX,Debit Card,Approved,False,None
1301,227,Gas,242.36,2025-10-22,07:23:00,TX,Debit Card,Approved,False,None
1349,226,Retail,889.61,2026-02-02,04:18:00,TX,Mobile Wallet,Approved,False,None
1459,215,Grocery,1446.33,2025-08-27,03:11:00,IL,Debit Card,Approved,False,None
1311,239,Retail,1123.54,2025-12-07,02:01:00,NY,Mobile Wallet,Approved,False,None
1408,224,Grocery,1406.28,2025-07-05,05:09:00,CA,Mobile Wallet,Approved,True,Stolen Card
1020,227,Restaurant,401.08,2025-10-10,11:21:00,NY,Debit Card,Approved,False,None
1253,227,Gas,1105.95,2025-09-23,13:37:00,NY,Mobile Wallet,Approved,False,None
1345,226,Electronics,402.34,2025-10-11,10:17:00,NY,Debit Card,Approved,False,None
1031,206,Grocery,986.94,2025-10-29,21:12:00,NY,Credit Card,Approved,False,None
1122,242,Gas,1365.34,2025-07-07,16:04:00,TX,Mobile Wallet,Approved,False,None
1029,238,Restaurant,218.91,2025-11-16,07:11:00,NY,Debit Card,Approved,False,None
1398,208,Electronics,105.39,2025-10-30,19:39:00,NY,Credit Card,Approved,False,None
1333,201,Electronics,146.73,2026-03-03,08:51:00,CA,Credit Card,Approved,False,None
1211,244,Gas,335.89,2025-06-26,07:47:00,CA,Mobile Wallet,Approved,False,None
1077,244,Electronics,1772.42,2025-10-17,08:06:00,CA,Debit Card,Approved,False,None
1146,239,Gas,1644.29,2025-07-04,23:32:00,NY,Debit Card,Approved,False,None
1488,219,Grocery,416.36,2025-08-01,05:02:00,CA,Debit Card,Approved,False,None
1133,235,Travel,96.69,2026-03-21,15:43:00,FL,Debit Card,Approved,False,None
1238,240,Electronics,318.32,2025-09-09,00:54:00,NY,Mobile Wallet,Approved,False,None
1419,221,Restaurant,1902.4,2026-05-03,19:03:00,TX,Mobile Wallet,Approved,False,None
1223,209,Travel,1982.21,2026-01-30,11:04:00,FL,Mobile Wallet,Approved,False,None
1337,205,Restaurant,1221.41,2026-04-09,04:23:00,FL,Credit Card,Approved,False,None
1308,249,Travel,828.53,2025-07-10,23:34:00,CA,Mobile Wallet,Approved,False,None
1457,225,Travel,1648.95,2026-04-11,15:03:00,CA,Debit Card,Approved,False,None
1362,223,Grocery,842.94,2025-12-16,17:23:00,CA,Mobile Wallet,Approved,False,None
1095,229,Gas,1134.15,2025-11-01,17:00:00,TX,Mobile Wallet,Approved,True,Account Takeover
1062,241,Travel,1556.66,2025-11-17,18:50:00,TX,Credit Card,Approved,False,None
1248,236,Electronics,1597.71,2026-03-05,13:15:00,IL,Credit Card,Approved,False,None
1063,201,Restaurant,666.94,2025-09-22,01:18:00,TX,Mobile Wallet,Approved,False,None
1333,208,Retail,83.07,2025-08-25,23:09:00,IL,Debit Card,Approved,True,Friendly Fraud
1097,239,Grocery,207.89,2026-03-01,11:58:00,NY,Debit Card,Approved,False,None
1227,249,Retail,1380.47,2026-03-16,14:21:00,CA,Mobile Wallet,Approved,False,None
1003,248,Retail,1108.96,2025-10-11,01:47:00,NY,Credit Card,Approved,False,None
1215,215,Gas,1924.76,2025-12-03,14:22:00,CA,Credit Card,Approved,False,None
1479,238,Electronics,1310.94,2025-11-21,22:48:00,NY,Debit Card,Approved,False,None
1102,226,Grocery,31.18,2025-09-15,15:46:00,CA,Debit Card,Approved,False,None
1277,247,Retail,590.34,2025-10-20,18:51:00,CA,Debit Card,Approved,False,None
1008,245,Grocery,1988.58,2026-03-08,07:30:00,IL,Debit Card,Approved,False,None
1500,238,Grocery,737.18,2025-10-11,12:42:00,CA,Mobile Wallet,Approved,False,None
1437,202,Restaurant,1420.6,2026-03-20,10:49:00,NY,Credit Card,Approved,False,None
1071,214,Travel,135.0,2026-04-08,00:49:00,TX,Mobile Wallet,Approved,False,None
1179,202,Travel,8.72,2026-03-23,15:23:00,IL,Credit Card,Approved,False,None
1093,239,Restaurant,1902.61,2026-06-02,19:46:00,CA,Mobile Wallet,Approved,False,None
1440,241,Gas,1744.36,2025-08-07,13:43:00,IL,Credit Card,Approved,False,None
1329,211,Electronics,536.8,2025-11-01,05:57:00,NY,Credit Card,Approved,False,None
1002,211,Gas,1332.97,2025-07-10,22:24:00,NY,Debit Card,Approved,False,None
1396,216,Restaurant,1331.6,2026-02-22,13:18:00,CA,Debit Card,Approved,False,None
1220,207,Retail,1438.09,2026-03-19,07:23:00,TX,Mobile Wallet,Approved,False,None
1320,232,Gas,807.61,2026-06-13,17:16:00,FL,Debit Card,Approved,False,None
1159,222,Restaurant,483.27,2025-12-03,22:04:00,TX,Debit Card,Approved,False,None
1452,222,Grocery,270.24,2025-11-08,00:11:00,CA,Credit Card,Approved,False,None
1142,229,Grocery,674.16,2026-05-22,09:13:00,TX,Credit Card,Approved,False,None
1122,249,Electronics,623.91,2026-06-01,09:10:00,IL,Credit Card,Approved,False,None
1333,206,Grocery,1703.14,2026-02-18,22:03:00,TX,Credit Card,Approved,True,Stolen Card
1364,202,Retail,665.64,2026-01-28,10:08:00,TX,Credit Card,Approved,False,None
1272,216,Electronics,1613.3,2025-09-28,01:02:00,TX,Credit Card,Approved,False,None
1324,233,Gas,1224.25,2026-03-05,05:02:00,TX,Credit Card,Approved,False,None
1126,235,Grocery,1468.82,2026-03-07,11:33:00,IL,Credit Card,Approved,False,None
1085,226,Gas,904.74,2025-09-04,14:44:00,IL,Debit Card,Approved,False,None
1376,243,Retail,80.84,2026-05-01,03:46:00,FL,Credit Card,Approved,False,None
1492,214,Electronics,1394.05,2026-06-19,10:32:00,TX,Debit Card,Approved,False,None
1343,202,Restaurant,1997.34,2026-01-05,07:35:00,FL,Debit Card,Approved,False,None
1083,219,Grocery,1622.96,2026-03-06,20:42:00,CA,Credit Card,Approved,False,None
1118,205,Retail,1014.01,2026-03-18,22:46:00,TX,Mobile Wallet,Approved,False,None
1341,216,Electronics,1298.13,2025-08-21,05:33:00,CA,Mobile Wallet,Approved,False,None
1118,212,Grocery,1919.33,2026-03-30,08:12:00,FL,Debit Card,Approved,False,None
1403,219,Gas,1851.16,2025-11-22,17:06:00,CA,Credit Card,Approved,False,None
1152,240,Restaurant,1085.17,2025-08-17,13:03:00,TX,Debit Card,Approved,False,None
1411,227,Gas,641.89,2025-10-20,11:05:00,CA,Debit Card,Approved,False,None
1296,248,Restaurant,1799.44,2025-12-30,06:09:00,CA,Debit Card,Approved,False,None
1118,245,Grocery,1304.14,2026-03-20,07:50:00,NY,Mobile Wallet,Approved,False,None
1097,219,Travel,99.36,2025-09-07,12:17:00,FL,Mobile Wallet,Approved,False,None
1476,209,Travel,254.39,2026-01-03,05:30:00,TX,Credit Card,Approved,False,None
1377,232,Travel,1867.67,2026-02-04,09:52:00,IL,Debit Card,Approved,True,Account Takeover
1273,239,Grocery,1973.84,2025-12-06,04:08:00,TX,Mobile Wallet,Approved,False,None
1108,239,Gas,1999.88,2025-12-14,08:08:00,IL,Debit Card,Approved,False,None
1365,231,Grocery,969.56,2026-02-09,00:16:00,TX,Credit Card,Approved,False,None
1310,202,Gas,1125.59,2026-01-11,09:05:00,NY,Debit Card,Approved,False,None
1300,207,Grocery,901.12,2025-12-21,08:53:00,FL,Debit Card,Approved,False,None
1036,222,Travel,1156.19,2026-03-26,10:20:00,CA,Mobile Wallet,Approved,False,None
1166,201,Retail,1834.01,2025-08-28,15:17:00,IL,Debit Card,Approved,False,None
1135,237,Travel,355.04,2025-11-19,07:21:00,NY,Credit Card,Approved,False,None
1292,235,Retail,153.41,2026-02-24,18:51:00,IL,Credit Card,Approved,False,None
1348,222,Electronics,407.13,2026-02-16,04:25:00,TX,Credit Card,Approved,False,None
1085,212,Grocery,751.98,2026-04-26,12:00:00,TX,Credit Card,Approved,False,None
1014,236,Retail,1423.19,2025-12-25,08:19:00,TX,Debit Card,Approved,False,None
1486,234,Electronics,1631.02,2026-03-13,14:13:00,TX,Mobile Wallet,Approved,False,None
1476,246,Retail,43.22,2025-07-30,18:01:00,TX,Credit Card,Approved,False,None
1463,247,Grocery,1166.41,2026-01-09,02:05:00,IL,Debit Card,Approved,False,None
1200,214,Travel,1693.11,2025-08-21,08:39:00,IL,Credit Card,Approved,False,None
1421,202,Travel,1006.94,2025-07-18,04:54:00,IL,Mobile Wallet,Approved,False,None
1313,220,Restaurant,530.05,2026-03-21,18:36:00,FL,Mobile Wallet,Approved,False,None
1008,205,Travel,1836.6,2025-08-07,19:37:00,NY,Mobile Wallet,Approved,False,None
